,year,state,sl55,sl65,sl70,sl75,slnone,seatbelt,minage,zerotol,gdl,bac10,bac08,perse,totfat,nghtfat,wkndfat,totfatpvm,nghtfatpvm,wkndfatpvm,statepop,totfatrte,nghtfatrte,wkndfatrte,vehicmiles,unem,perc14_24,sl70plus,sbprim,sbsecon,d80,d81,d82,d83,d84,d85,d86,d87,d88,d89,d90,d91,d92,d93,d94,d95,d96,d97,d98,d99,d00,d01,d02,d03,d04,vehicmilespc
877,1981,39,1,0,0,0,0,0,21,0,0,0,0,0,2029,1068,635,2.836999893,1.493999958,0.888000011,11858536,17.28000069,9.010000229,5.350000381,71.50800323,8.399999619,17.80000114,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6030.086914
878,1982,39,1,0,0,0,0,0,21,0,0,0,0,0,1819,1016,544,2.549999952,1.424000025,0.763000011,11845122,15.36000061,8.579999924,4.590000153,71.33332825,10.89999962,17.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6022.168945
879,1983,39,1,0,0,0,0,0,21,0,0,1,0,0,1721,936,520,2.380000114,1.29400003,0.718999982,11837753,14.53999996,7.909999847,4.390000343,72.31092072,11.80000019,17.20000076,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6108.500488
880,1984,39,1,0,0,0,0,0,21,0,0,1,0,0,1727,887,464,2.319999933,1.192000031,0.623000026,11815185,14.61999989,7.509999752,3.930000067,74.43965912,9.100000381,16.79999924,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6300.337891
881,1985,39,1,0,0,0,0,0,21,0,0,1,0,0,1771,907,507,2.349999905,1.203999996,0.672999978,11770884,15.05000019,7.710000038,4.309999943,75.36170197,8,16.39999962,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6402.382324
882,1986,39,1,0,0,0,0,0,21,0,0,1,0,0,1894,977,544,2.440000057,1.258999944,0.700999975,11782780,16.06999969,8.289999962,4.619999886,77.62295532,6.800000191,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6587.830078
883,1987,39,1,0,0,0,0,0,21,0,0,1,0,0,1987,1009,532,2.529999971,1.284999967,0.676999986,11810887,16.81999969,8.539999962,4.5,78.53754425,5.699999809,15.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6649.588867
884,1988,39,1,0,0,0,0,2,21,0,0,1,0,0,1931,937,512,2.380000114,1.154999971,0.630999982,11845787,16.29999924,7.909999847,4.320000172,81.13445282,5.099999905,15.09999943,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6849.224609
885,1989,39,1,0,0,0,0,2,21,0,0,1,0,0,1877,917,509,2.269999981,1.108999968,0.615999997,11866024,15.81999969,7.730000019,4.289999962,82.68721771,4.5,14.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6968.401367
886,1990,39,1,0,0,0,0,2,21,0,0,1,0,0,1646,796,412,1.919999957,0.92900002,0.481000006,11895604,13.8399992,6.690000534,3.4599998,85.72917175,5.400000095,14.20000076,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7206.793945
887,1991,39,1,0,0,0,0,2,21,0,0,1,0,0,1661,806,450,1.899999976,0.921999991,0.514999986,11982164,13.86000061,6.729999542,3.759999752,87.4210434,7,13.79999924,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7295.931152
888,1992,39,1,0,0,0,0,2,21,0,0,1,0,0,1545,721,407,1.730000019,0.806999981,0.456,12049450,12.81999969,5.980000019,3.380000114,89.30635834,7.599999905,13.60000038,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7411.654297
889,1993,39,1,0,0,0,0,2,21,0,0,1,0,0,1529,680,363,1.690000057,0.751999974,0.400999993,12119724,12.61999989,5.609999657,3,90.47336578,7.099999905,13.40000057,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7464.969238
890,1994,39,1,0,0,0,0,2,21,0,0,1,0,0,1441,649,335,1.559999943,0.703000009,0.363000005,12166050,11.84000015,5.329999924,2.75,92.37178802,6.199999809,13.09999943,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7592.586426
891,1995,39,0.541999996,0.458000004,0,0,0,2,21,0,0,1,0,0,1480,674,352,1.570000052,0.714999974,0.372999996,12198403,12.13000107,5.529999733,2.890000105,94.26752472,5.900000095,12.89999962,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7727.858398
892,1996,39,0,1,0,0,0,2,21,0.416999996,0,1,0,0,1469,643,303,1.519999981,0.665000021,0.31400001,12220464,12.02000046,5.260000229,2.480000019,96.64474487,5.300000191,12.70000076,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7908.43457
893,1997,39,0,1,0,0,0,2,21,1,0,1,0,0,1557,711,365,1.590000033,0.726000011,0.372999996,12227814,12.72999954,5.809999466,2.980000019,97.92453003,5.199999809,12.60000038,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8008.342773
894,1998,39,0,1,0,0,0,2,21,1,0,1,0,0,1481,687,342,1.480000019,0.686999977,0.342000008,12245672,12.09000015,5.609999657,2.7900002,100.0675735,4.599999905,12.70000076,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8171.668945
895,1999,39,0,1,0,0,0,2,21,1,0,1,0,0,1549,712,339,1.519999981,0.699000001,0.333000004,12263805,12.63000011,5.809999466,2.75999999,101.9078903,4.400000095,12.70000076,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8309.646484
896,2000,39,0,1,0,0,0,2,21,1,1,1,0,0,1520,710,379,1.49000001,0.69599998,0.372000009,12281054,12.38000011,5.78000021,3.089999914,102.0134201,4.099999905,12.80000019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8306.568359
897,2001,39,0,1,0,0,0,2,21,1,1,1,0,0,1532,721,362,1.49000001,0.700999975,0.351999998,12303104,12.44999981,5.860000134,2.940000057,102.8187866,4.699999809,12.89999962,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8357.142578
898,2002,39,0,1,0,0,0,2,21,1,1,1,0,0,1614,726,364,1.539999962,0.693000019,0.347000003,12328827,13.09000015,5.889999866,2.949999809,104.805191,5.699999809,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8500.824219
899,2003,39,0,1,0,0,0,2,21,1,1,0.75,0.25,0,1577,716,335,1.480000019,0.671999991,0.31400001,12365455,12.75,5.789999962,2.710000038,106.5540466,5.599999905,13.09999943,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8617.075195
900,2004,39,0,1,0,0,0,2,21,1,1,0,1,0,1490,691,356,1.379999995,0.639999986,0.330000013,12406000,12.01000023,5.569999695,2.869999886,107.9710083,5.699999809,13.19999981,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8703.128906
901,1980,40,1,0,0,0,0,0,18.70000076,0,0,0,0,0,129,81,57,2.400000095,1.506999969,1.059999943,947154,13.61999989,8.550000191,6.019999981,5.375,7.199999809,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5674.895508
902,1981,40,1,0,0,0,0,0,19.70000076,0,0,0,0,0,102,64,36,1.830000043,1.148000002,0.646000028,953004,10.73999977,6.71999979,3.779999971,5.574999809,7.599999905,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5849.922852
903,1982,40,1,0,0,0,0,0,20,0,0,0,0,0,105,75,45,1.779999971,1.271000028,0.763000011,954175,11,7.860000134,4.720000267,5.898880005,10.19999981,18.79999924,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6182.178223
904,1983,40,1,0,0,0,0,0,20,0,0,0.5,0,0,100,54,31,1.840000033,0.994000018,0.569999993,956374,10.46000004,5.650000095,3.24000001,5.434779644,8.300000191,18.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5682.692871
905,1984,40,1,0,0,0,0,0,20.70000076,0,0,1,0,0,79,49,31,1.450000048,0.898999989,0.569000006,961900,8.210000038,5.090000153,3.220000029,5.448279858,5.300000191,18.09999847,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5664.081543
906,1985,40,1,0,0,0,0,0,21,0,0,1,0,0,109,63,32,1.870000005,1.08099997,0.549000025,968949,11.25,6.5,3.300000191,5.828879833,4.900000095,17.70000076,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6015.672852
907,1986,40,1,0,0,0,0,0,21,0,0,1,0,0,124,71,30,2.279999971,1.304999948,0.551999986,977341,12.69000053,7.260000229,3.070000172,5.438600063,4,17.20000076,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5564.69043
908,1987,40,1,0,0,0,0,0,21,0,0,1,0,0,113,70,38,1.879999995,1.164999962,0.632000029,989600,11.42000008,7.070000172,3.840000153,6.010640144,3.799999952,16.69999886,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6073.807617
909,1988,40,1,0,0,0,0,0,21,0,0,1,0,0,125,71,38,2.140000105,1.215999961,0.651000023,996412,12.55000019,7.130000114,3.810000181,5.841120243,3.099999905,16.39999962,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5862.15332
910,1989,40,1,0,0,0,0,0,21,0,0,1,0,0,100,50,26,1.480000019,0.74000001,0.38499999,1000664,9.989999771,5,2.599999905,6.756759644,4.099999905,15.89999962,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6752.275879
911,1990,40,1,0,0,0,0,0,21,0.5,0,1,0,0,84,45,30,1.139999986,0.611000001,0.407000005,1004649,8.36000061,4.480000019,2.99000001,7.368420124,6.800000191,15.60000038,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7334.323242
912,1991,40,1,0,0,0,0,2,21,1,0,1,0,0,88,34,24,1.230000019,0.474999994,0.335000008,1010649,8.710000038,3.359999895,2.370000124,7.154470444,8.600000381,15.00000095,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7079.085449
913,1992,40,1,0,0,0,0,2,21,1,0,1,0,0,79,44,26,1.049999952,0.584999979,0.345999986,1012581,7.799999714,4.349999905,2.569999933,7.52380991,9,14.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7430.329102
914,1993,40,1,0,0,0,0,2,21,1,0,1,0,0,74,38,19,1.019999981,0.523999989,0.261999995,1015112,7.289999962,3.740000248,1.870000124,7.254899979,7.800000191,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7146.895996
915,1994,40,1,0,0,0,0,2,21,1,0,1,0,0,63,27,14,0.889999986,0.381000012,0.197999999,1015960,6.199999809,2.660000086,1.379999995,7.078649998,7.099999905,13.50000095,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6967.449219
916,1995,40,1,0,0,0,0,2,21,1,0,1,0,0,69,36,12,1,0.522000015,0.173999995,1017002,6.779999733,3.539999962,1.180000067,6.900000095,7,12.89999962,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6784.647461
917,1996,40,0.375,0.625,0,0,0,2,21,1,0,1,0,0,69,29,16,0.970000029,0.407999992,0.224999994,1020893,6.760000229,2.840000153,1.570000052,7.113399982,5.099999905,12.39999962,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6967.821289
918,1997,40,0,1,0,0,0,2,21,1,0,1,0,0,75,47,31,1.059999943,0.663999975,0.437999994,1025353,7.309999943,4.579999924,3.019999981,7.075470448,5.300000191,12.19999981,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6900.521484
919,1998,40,0,1,0,0,0,2,21,1,0,1,0,0,74,34,17,0.930000007,0.426999986,0.214000002,1031155,7.179999828,3.300000191,1.650000095,7.956990242,4.900000095,12.30000019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7716.580566
920,1999,40,0,1,0,0,0,2,21,1,1,1,0,0,88,39,24,1.059999943,0.469999999,0.289000005,1040402,8.460000038,3.75,2.309999943,8.30188942,4.099999905,12.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7979.501953
921,2000,40,0,1,0,0,0,2,21,1,1,1,0,0,80,40,23,0.959999979,0.479999989,0.275999993,1048319,7.630000114,3.819999933,2.190000057,8.333330154,4.099999905,12.80000019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7949.230957
922,2001,40,0,1,0,0,0,2,21,1,1,1,0,0,81,40,25,1.00999999,0.499000013,0.312000006,1059659,7.639999866,3.769999981,2.360000134,8.019800186,4.699999809,13.09999943,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7568.283691
923,2002,40,0,1,0,0,0,2,21,1,1,1,0,0,84,50,24,1.029999971,0.612999976,0.294,1068326,7.860000134,4.679999828,2.25,8.155340195,5.099999905,13.40000057,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7633.756348
924,2003,40,0,1,0,0,0,2,21,1,1,0.5,0.5,0,104,61,34,1.24000001,0.726999998,0.405000001,1076164,9.659999847,5.669999599,3.160000086,8.387099266,5.300000191,13.79999924,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7793.513672
925,2004,40,0,1,0,0,0,2,21,1,1,0,1,0,83,50,18,0.980000019,0.589999974,0.213,1081000,7.680000305,4.630000114,1.669999957,8.469389915,4.800000191,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7834.772949
926,1980,41,1,0,0,0,0,0,18,0,0,0,0,0,852,430,264,3.799999952,1.917999983,1.177000046,3121820,27.29000092,13.7699995,8.460000038,22.42105103,6.900000095,20.20000076,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7182.044434
927,1981,41,1,0,0,0,0,0,18,0,0,0,0,0,846,447,259,3.670000076,1.93900001,1.123000026,3179222,25.88999939,14.06000042,8.149999619,23.05400085,8.399999619,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7251.459961
928,1982,41,1,0,0,0,0,0,18,0,0,0,0,0,730,356,217,3.00999999,1.468000054,0.894999981,3207607,22.76000023,11.10000038,6.769999981,24.252491,10.80000019,19.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7560.929688
929,1983,41,1,0,0,0,0,0,18,0,0,0,0,0,844,447,269,3.380000114,1.789999962,1.077000022,3234077,26.09999847,13.81999969,8.319999695,24.97040939,10,19.10000038,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7721.031738
930,1984,41,1,0,0,0,0,0,19,0,0,0,0,0,916,435,245,3.529999971,1.675999999,0.944000006,3271864,28,13.30000019,7.490000248,25.94900894,7.099999905,18.60000038,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7930.955566
931,1985,41,1,0,0,0,0,0,20,0,0,0,0,0,951,458,252,3.559999943,1.713999987,0.943000019,3303219,28.78999901,13.86999989,7.630000114,26.71348,6.800000191,18.09999847,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8087.10498
932,1986,41,1,0,0,0,0,0,20.70000076,0,0,0,0,0,1059,519,302,3.75,1.838000059,1.069000006,3342778,31.68000031,15.52999973,9.029999733,28.23999977,6.199999809,17.80000114,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8448.063477
933,1987,41,0.541999996,0.458000004,0,0,0,0,21,0,0,0,0,0,1086,521,302,3.589999914,1.722000003,0.998000026,3380508,32.13000107,15.40999985,8.930000305,30.2507,5.599999905,17.39999962,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8948.566406
934,1988,41,0,1,0,0,0,0,21,0,0,0,0,0,1031,506,282,3.25,1.595000029,0.888999999,3412105,30.22000122,14.82999992,8.260000229,31.72307968,4.5,16.89999962,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9297.216797
935,1989,41,0,1,0,0,0,2,21,0,0,0,0,0,996,424,225,3.039999962,1.29400003,0.686999977,3456779,28.81000137,12.27000046,6.510000229,32.76316071,4.699999809,16.39999962,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9477.945313
936,1990,41,0,1,0,0,0,2,21,0,0,0,0,0,979,448,245,2.849999905,1.30400002,0.713,3499064,27.98000145,12.79999924,7,34.35087967,4.800000191,16.10000038,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9817.162109
937,1991,41,0,1,0,0,0,2,21,0,0,0,0,0,890,430,255,2.579999924,1.246999979,0.739000022,3570404,24.93000031,12.03999996,7.139999866,34.49612045,6.300000191,15.80000114,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9661.685547
938,1992,41,0,1,0,0,0,2,21,0,0,0,0,0,807,340,197,2.299999952,0.968999982,0.56099999,3620464,22.29000092,9.390000343,5.440000534,35.08695984,6.300000191,15.60000038,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9691.288086
939,1993,41,0,1,0,0,0,2,21,0,0,0,0,0,846,373,198,2.339999914,1.031999946,0.547999978,3663314,23.09000015,10.18000031,5.400000095,36.15385056,7.599999905,15.39999962,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9869.165039
940,1994,41,0,1,0,0,0,2,21,0,0,0,0,0,847,382,204,2.269999981,1.024000049,0.546999991,3705397,22.86000061,10.31000042,5.510000229,37.31278229,6.300000191,15.09999943,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10069.84668
941,1995,41,0,1,0,0,0,2,21,0,0,0,0,0,881,436,242,2.279999971,1.128000021,0.625999987,3748582,23.5,11.63000011,6.460000038,38.64035034,5.099999905,14.90000057,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10307.99121
942,1996,41,0,0,0,1,0,2,21,0,0,0,0,0,930,423,220,2.339999914,1.06400001,0.55400002,3796200,24.5,11.13999939,5.799999714,39.74359131,6,14.59999943,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10469.30859
943,1997,41,0,0,0,1,0,2,21,0,0,0,0,0,903,445,233,2.180000067,1.074000001,0.563000023,3859696,23.39999962,11.52999973,6.039999962,41.42201996,4.5,14.39999962,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10731.93848
944,1998,41,0,0,0,1,0,2,21,1,1,0,0,1,1002,449,218,2.339999914,1.049000025,0.509000003,3919235,25.56999969,11.46000004,5.559999943,42.82051086,3.799999952,14.39999962,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10925.73145
945,1999,41,0,0,0,1,0,2,21,1,1,0,0,1,1065,471,241,2.410000086,1.065999985,0.545000017,3974682,26.78999901,11.84999943,6.059999943,44.19087219,4.5,14.30000114,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11118.08984
946,2000,41,0,0,0,1,0,2,21,1,1,0,0,1,1065,462,250,2.339999914,1.014999986,0.549000025,4012012,26.54999924,11.5199995,6.230000496,45.5128212,3.799999952,14.10000038,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11344.13965
947,2001,41,0,0,0,1,0,2,21,1,1,1,0,1,1060,565,280,2.269999981,1.210000038,0.600000024,4062125,26.09000015,13.90999985,6.890000343,46.69603729,5.300000191,13.79999924,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11495.46973
948,2002,41,0,0,0,1,0,2,21,1,1,1,0,1,1053,509,271,2.230000019,1.077999949,0.574000001,4103770,25.65999985,12.39999962,6.600000381,47.21973038,6,13.89999962,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11506.42676
949,2003,41,0,0,0,1,0,2,21,1,1,0.666999996,0.333000004,1,969,493,252,2.012000084,1.024000049,0.523000002,4147152,23.34000015,11.87999916,6.069999695,48.15919876,6.800000191,13.89999962,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11612.5957
950,2004,41,0,0,0,1,0,2,21,1,1,0,1,1,1046,530,284,2.109999895,1.069000006,0.573000014,4198000,24.92000198,12.63000011,6.769999981,49.57345963,6.900000095,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11808.82813
951,1980,42,1,0,0,0,0,0,18,0,0,1,0,0,228,123,78,3.700000048,1.996000051,1.266000032,690768,33.01000214,17.80999947,11.28999901,6.16215992,4.900000095,19.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8920.737305
952,1981,42,1,0,0,0,0,0,18,0,0,1,0,0,177,87,45,2.936000109,1.442999959,0.745999992,689567,25.38000107,12.61999989,6.529999733,6.028999805,5.099999905,19.10000038,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8743.166992
953,1982,42,1,0,0,0,0,0,18,0,0,1,0,0,148,73,45,2.329999924,1.149000049,0.708000004,690616,21.4299984,10.57000065,6.519999981,6.351930141,5.5,18.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9197.484375
954,1983,42,1,0,0,0,0,0,18,0,0,1,0,0,175,74,43,2.769999981,1.171000004,0.680999994,692984,25.25,10.67999935,6.210000038,6.317689896,5.400000095,17.89999962,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9116.645508
955,1984,42,1,0,0,0,0,0,18.60000038,0,0,1,0,0,143,63,34,2.230000019,0.981999993,0.529999971,697240,20.51000214,9.039999962,4.880000114,6.412559986,4.300000191,17.29999924,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9197.0625
956,1985,42,1,0,0,0,0,0,19,0,0,1,0,0,130,53,28,2.069999933,0.843999982,0.44600001,698401,18.6099987,7.590000153,4.009999752,6.280189991,5.099999905,16.59999847,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8992.240234
957,1986,42,1,0,0,0,0,0,19,0,0,1,0,0,134,74,36,2.150000095,1.187000036,0.578000009,695981,19.25,10.62999916,5.170000076,6.232560158,4.699999809,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8955.072266
958,1987,42,0.25,0.75,0,0,0,0,19,0,0,1,0,0,134,55,35,2.089999914,0.85799998,0.546000004,696040,19.25,7.900000095,5.03000021,6.41147995,4.199999809,15.39999962,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9211.367188
959,1988,42,0,1,0,0,0,0,20,0,0,1,0,0,147,74,41,2.220000029,1.118000031,0.619000018,698146,21.05999947,10.59999943,5.869999886,6.621620178,3.900000095,14.80000019,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9484.578125
960,1989,42,0,1,0,0,0,0,21,0,0,1,0,0,152,71,37,2.269999981,1.059999943,0.552999973,696691,21.81999969,10.19000053,5.31000042,6.696040154,4.199999809,14.30000114,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9611.205078
961,1990,42,0,1,0,0,0,0,21,0,0,1,0,0,153,71,37,2.190000057,1.016000032,0.529999971,696667,21.96000099,10.19000053,5.31000042,6.986299992,3.900000095,14.10000038,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10028.17676
962,1991,42,0,1,0,0,0,0,21,0,0,1,0,0,143,55,26,2.130000114,0.819000006,0.386999995,703669,20.31999969,7.820000172,3.689999819,6.713620186,3.599999905,14.10000038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9540.87793
963,1992,42,0,1,0,0,0,0,21,0,0,1,0,0,161,59,31,2.230000019,0.816999972,0.42899999,712801,22.59000015,8.279999733,4.349999905,7.2197299,3.200000048,14.30000114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10128.6748
964,1993,42,0,1,0,0,0,0,21,0,0,1,0,0,140,57,31,1.889999986,0.769999981,0.419,722159,19.38999939,7.889999866,4.289999962,7.407410145,3.599999905,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10257.3125
